capex_total_eur,npv_eur,lcos_eur_per_mwh,project_life_years_used,annual_fixed_om_eur_last,annual_var_om_eur_last,annual_deg_cost_eur_last,annual_grid_fee_eur_last
13800000.0,64197876.6735453,108.57012470930599,15,276000.0,37922.24152248,28441.681141859997,261000.0
