capex_total_eur,npv_eur,lcos_eur_per_mwh,project_life_years_used,annual_fixed_om_eur_last,annual_var_om_eur_last,annual_deg_cost_eur_last,annual_grid_fee_eur_last
13800000.0,74815787.82927537,100.65433965446297,15,276000.0,37922.24152248,56883.362283719995,261000.0
