t,block_id,price_da_eur_mwh,q_ch_mw,q_dis_mw,soc_mwh,g_imp_mw,g_exp_mw,p_da_net_mw,p_afrr_up_mw,p_afrr_down_mw,price_act_up_eur_mwh,price_act_down_eur_mwh,price_cap_up_eur_mw_h,price_cap_down_eur_mw_h,solver_status,solve_time_s,objective_value
39,,110.6,30.0,0.0,71.774549,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,1699.1862825999997,4582788.125758098
40,,105.7,30.0,0.0,100.57455,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,1699.1862825999997,4582788.125758098
41,,100.7,0.0,27.648,71.774549,27.648,0.0,-27.648,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,1699.1862825999997,4582788.125758098
42,,118.93,30.0,0.0,100.57455,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,1699.1862825999997,4582788.125758098
43,,81.3,0.0,0.0,100.57455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,1699.1862825999997,4582788.125758098
44,,70.1,0.0,27.648,71.774549,27.648,0.0,-27.648,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,1699.1862825999997,4582788.125758098
45,,66.7,30.0,0.0,100.57455,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,1699.1862825999997,4582788.125758098
46,,54.9,0.0,0.0,100.57455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,1699.1862825999997,4582788.125758098
47,,53.18,0.0,27.648,71.774549,27.648,0.0,-27.648,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,1699.1862825999997,4582788.125758098
48,,54.9,30.0,0.0,100.57455,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,1699.1862825999997,4582788.125758098
49,,-0.39,0.0,0.0,100.57455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,1699.1862825999997,4582788.125758098
50,,-1.61,0.0,30.0,69.324549,30.0,0.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,1699.1862825999997,4582788.125758098
51,,-1.39,0.0,30.0,38.074549,30.0,0.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,1699.1862825999997,4582788.125758098
52,,-1.31,0.0,0.0,38.074549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,1699.1862825999997,4582788.125758098
53,,-1.39,0.0,1.4699054,36.543397,1.4699054,0.0,-1.4699054,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,1699.1862825999997,4582788.125758098
54,,-1.95,0.0,30.0,5.2933973,30.0,0.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,1699.1862825999997,4582788.125758098
55,,1.05,0.0,0.0,5.2933973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,1699.1862825999997,4582788.125758098
56,,40.63,0.0,0.0,5.2933973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,1699.1862825999997,4582788.125758098
57,,68.3,7.65625,0.0,12.643397,0.0,7.65625,7.65625,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,1699.1862825999997,4582788.125758098
58,,75.9,30.0,0.0,41.443397,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,1699.1862825999997,4582788.125758098
59,,73.2,30.0,0.0,70.243397,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,1699.1862825999997,4582788.125758098
