t,block_id,price_da_eur_mwh,q_ch_mw,q_dis_mw,soc_mwh,g_imp_mw,g_exp_mw,p_da_net_mw,p_afrr_up_mw,p_afrr_down_mw,price_act_up_eur_mwh,price_act_down_eur_mwh,price_cap_up_eur_mw_h,price_cap_down_eur_mw_h,solver_status,solve_time_s,objective_value
1,,0.1,30.0,0.0,50.987871,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,2009.4838238000011,4482723.555780681
2,,0.01,30.0,0.0,79.787871,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,2009.4838238000011,4482723.555780681
3,,0.0,17.801129,0.0,96.876955,0.0,17.801129,17.801129,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,2009.4838238000011,4482723.555780681
4,,-0.01,0.0,0.0,96.876955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,2009.4838238000011,4482723.555780681
5,,-0.03,0.0,30.0,65.626955,30.0,0.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,2009.4838238000011,4482723.555780681
6,,-0.02,0.0,28.107041,36.348787,28.107041,0.0,-28.107041,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,2009.4838238000011,4482723.555780681
7,,-0.05,0.0,30.0,5.0987871,30.0,0.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,2009.4838238000011,4482723.555780681
8,,-0.02,0.0,0.0,5.0987871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,2009.4838238000011,4482723.555780681
9,,0.0,0.0,0.0,5.0987871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,2009.4838238000011,4482723.555780681
10,,0.04,0.0,0.0,5.0987871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,2009.4838238000011,4482723.555780681
11,,0.06,0.0,0.0,5.0987871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,2009.4838238000011,4482723.555780681
12,,0.54,0.0,0.0,5.0987871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,2009.4838238000011,4482723.555780681
13,,2.24,30.0,0.0,33.898787,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,2009.4838238000011,4482723.555780681
14,,1.97,2.5520833,0.0,36.348787,0.0,2.5520833,2.5520833,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,2009.4838238000011,4482723.555780681
15,,1.13,0.0,30.0,5.0987871,30.0,0.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,2009.4838238000011,4482723.555780681
16,,3.19,0.0,0.0,5.0987871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,2009.4838238000011,4482723.555780681
17,,40.0,0.0,0.0,5.0987871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,2009.4838238000011,4482723.555780681
18,,84.46,30.0,0.0,33.898787,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,2009.4838238000011,4482723.555780681
19,,61.74,30.0,0.0,62.698787,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,2009.4838238000011,4482723.555780681
20,,61.27,30.0,0.0,91.498787,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,2009.4838238000011,4482723.555780681
21,,59.97,5.6022583,0.0,96.876955,0.0,5.6022583,5.6022583,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,2009.4838238000011,4482723.555780681
22,,54.92,0.0,0.0,96.876955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,2009.4838238000011,4482723.555780681
23,,47.65,0.0,0.0,96.876955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,2009.4838238000011,4482723.555780681
24,,35.55,0.0,0.0,96.876955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,2009.4838238000011,4482723.555780681
25,,29.39,0.0,0.0,96.876955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,2009.4838238000011,4482723.555780681
26,,19.6,0.0,27.648,68.076955,27.648,0.0,-27.648,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,2009.4838238000011,4482723.555780681
27,,27.33,30.0,0.0,96.876955,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,2009.4838238000011,4482723.555780681
28,,16.2,0.0,28.107041,67.598787,28.107041,0.0,-28.107041,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,2009.4838238000011,4482723.555780681
29,,9.5,0.0,30.0,36.348787,30.0,0.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,2009.4838238000011,4482723.555780681
30,,11.2,0.0,30.0,5.0987871,30.0,0.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,2009.4838238000011,4482723.555780681
31,,44.43,0.0,0.0,5.0987871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,2009.4838238000011,4482723.555780681
32,,56.56,0.0,0.0,5.0987871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,2009.4838238000011,4482723.555780681
33,,64.28,30.0,0.0,33.898787,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,2009.4838238000011,4482723.555780681
34,,66.12,0.0,27.648,5.0987871,27.648,0.0,-27.648,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,2009.4838238000011,4482723.555780681
35,,70.6,0.0,0.0,5.0987871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,2009.4838238000011,4482723.555780681
36,,78.8,0.0,0.0,5.0987871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,2009.4838238000011,4482723.555780681
37,,99.9,5.6022583,0.0,10.476955,0.0,5.6022583,5.6022583,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,2009.4838238000011,4482723.555780681
38,,102.5,30.0,0.0,39.276955,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,2009.4838238000011,4482723.555780681
39,,110.6,30.0,0.0,68.076955,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,2009.4838238000011,4482723.555780681
40,,105.7,30.0,0.0,96.876955,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,2009.4838238000011,4482723.555780681
41,,100.7,0.0,27.648,68.076955,27.648,0.0,-27.648,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,2009.4838238000011,4482723.555780681
42,,118.93,30.0,0.0,96.876955,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,2009.4838238000011,4482723.555780681
43,,81.3,0.0,0.0,96.876955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,2009.4838238000011,4482723.555780681
44,,70.1,0.0,27.648,68.076955,27.648,0.0,-27.648,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,2009.4838238000011,4482723.555780681
45,,66.7,30.0,0.0,96.876955,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,2009.4838238000011,4482723.555780681
46,,54.9,0.0,0.0,96.876955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,2009.4838238000011,4482723.555780681
47,,53.18,0.0,27.648,68.076955,27.648,0.0,-27.648,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,2009.4838238000011,4482723.555780681
48,,54.9,30.0,0.0,96.876955,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,2009.4838238000011,4482723.555780681
49,,-0.39,0.0,0.0,96.876955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,2009.4838238000011,4482723.555780681
50,,-1.61,0.0,30.0,65.626955,30.0,0.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,2009.4838238000011,4482723.555780681
51,,-1.39,0.0,28.107041,36.348787,28.107041,0.0,-28.107041,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,2009.4838238000011,4482723.555780681
52,,-1.31,0.0,0.0,36.348787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,2009.4838238000011,4482723.555780681
53,,-1.39,0.0,0.0,36.348787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,2009.4838238000011,4482723.555780681
54,,-1.95,0.0,30.0,5.0987871,30.0,0.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,2009.4838238000011,4482723.555780681
55,,1.05,0.0,0.0,5.0987871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,2009.4838238000011,4482723.555780681
56,,40.63,0.0,0.0,5.0987871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,2009.4838238000011,4482723.555780681
57,,68.3,5.6022583,0.0,10.476955,0.0,5.6022583,5.6022583,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,2009.4838238000011,4482723.555780681
58,,75.9,30.0,0.0,39.276955,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,2009.4838238000011,4482723.555780681
59,,73.2,30.0,0.0,68.076955,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,2009.4838238000011,4482723.555780681
60,,69.2,30.0,0.0,96.876955,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,2009.4838238000011,4482723.555780681
61,,60.0,0.0,30.0,65.626955,30.0,0.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,2009.4838238000011,4482723.555780681
62,,58.86,0.0,30.0,34.376955,30.0,0.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,Optimal,2009.4838238000011,4482723.555780681
