capex_total_eur,npv_eur,lcos_eur_per_mwh,project_life_years_used,annual_fixed_om_eur_last,annual_var_om_eur_last,annual_deg_cost_eur_last,annual_grid_fee_eur_last
13800000.0,15381876.9116624,28.765127117999285,15,276000.0,159527.67376687203,239291.51065030805,261000.0
