capex_total_eur,npv_eur,lcos_eur_per_mwh,project_life_years_used,annual_fixed_om_eur_last,annual_var_om_eur_last,annual_deg_cost_eur_last,annual_grid_fee_eur_last
13800000.0,68901577.4412469,20.926367335303656,15,276000.0,256661.78858439001,384992.68287658505,261000.0
