capex_total_eur,npv_eur,lcos_eur_per_mwh,project_life_years_used,annual_fixed_om_eur_last,annual_var_om_eur_last,annual_deg_cost_eur_last,annual_grid_fee_eur_last
13800000.0,69546482.22087279,20.903511694407598,15,276000.0,258404.8373295,387607.25599425,261000.0
