capex_total_eur,npv_eur,lcos_eur_per_mwh,project_life_years_used,annual_fixed_om_eur_last,annual_var_om_eur_last,annual_deg_cost_eur_last,annual_grid_fee_eur_last
11040000.0,67193798.16492312,91.72872030036557,15,220800.0,37922.24152248,56883.362283719995,261000.0
