rev_da_eur,rev_afrr_cap_up_eur,rev_afrr_cap_down_eur,rev_afrr_act_up_eur,rev_afrr_act_down_eur,rev_total_eur,throughput_mwh,objective_value,capex_total_eur,annual_cashflow_eur,npv_eur,lcos_eur_per_mwh,throughput_mwh_per_year
2922237.292487429,5505400.027718419,2069329.2588050023,363152.60918071057,118332.50310000002,10978451.691291563,41363.1357530045,10978904.211291566,12000000.0,10448909.74102053,77437220.24033146,46.69608467397141,41363.1357530045
