scenario,year,pct_hours_conv_limit_binding,pct_hours_ATR_limit_binding,pct_hours_SoC_min_binding,pct_hours_SoC_max_binding,pct_hours_headroom_binding,pct_hours_footroom_binding
base_2023,1,95.53683251736308,13.207332346578617,28.088352499146076,37.69782534441535,24.365251053170898,8.618922919275875
