capex_total_eur,npv_eur,lcos_eur_per_mwh,project_life_years_used,annual_fixed_om_eur_last,annual_var_om_eur_last,annual_deg_cost_eur_last,annual_grid_fee_eur_last
13800000.0,66940964.66375447,20.874590664932295,15,276000.0,258856.90330436,388285.35495654,261000.0
