t,block_id,price_da_eur_mwh,q_ch_mw,q_dis_mw,soc_mwh,g_imp_mw,g_exp_mw,p_da_net_mw,p_afrr_up_mw,p_afrr_down_mw,price_act_up_eur_mwh,price_act_down_eur_mwh,price_cap_up_eur_mw_h,price_cap_down_eur_mw_h
2212,553,1.94,15.0,15.0,27.12753,30.0,30.0,0.0,0.0,30.0,58.79,30.6,37.84,55.0
2213,554,7.27,15.0,15.0,26.20253,0.0,0.0,0.0,0.0,30.0,90.35499999999999,0.0,37.84,55.0
2214,554,51.32,15.0,15.0,25.27753,0.0,0.0,0.0,0.0,30.0,76.16499999999999,36.57,37.84,55.0
2215,554,70.98,15.0,15.0,24.35253,30.0,30.0,0.0,0.0,30.0,55.3475,30.8,37.84,55.0
2216,554,68.93,15.0,15.0,23.42753,30.0,30.0,0.0,0.0,30.0,87.35499999999999,-6.197499999999998,37.84,55.0
2217,555,55.17,15.0,15.0,22.50253,0.0,0.0,0.0,0.0,30.0,57.230000000000004,-9.247500000000002,37.84,55.0
2218,555,30.1,15.0,15.0,21.57753,30.0,30.0,0.0,0.0,30.0,17.823333333333334,32.1,37.84,55.0
2219,555,24.91,15.0,15.0,20.65253,0.0,0.0,0.0,0.0,30.0,87.945,-40.0,37.84,55.0
2220,555,5.0,15.0,15.0,19.72753,0.0,0.0,0.0,0.0,30.0,68.0175,-76.0625,37.84,55.0
2221,556,2.5,15.0,15.0,18.80253,0.0,0.0,0.0,0.0,30.0,72.69,-47.8125,37.84,55.0
2222,556,0.17,15.0,15.0,17.87753,0.0,0.0,0.0,0.0,30.0,58.0,-198.28,37.84,55.0
2223,556,0.0,15.0,15.0,16.95253,0.0,0.0,0.0,0.0,30.0,52.13333333333334,-35.345,37.84,55.0
2224,556,4.31,15.0,15.0,16.02753,30.0,30.0,0.0,0.0,30.0,112.195,-10.0,37.84,55.0
2225,557,41.46,15.0,15.0,15.10253,0.0,0.0,0.0,30.0,0.0,975.8525,-19.19,37.84,55.0
2226,557,72.7,15.0,15.0,14.17753,0.0,0.0,0.0,30.0,0.0,1899.72,17.936666666666664,37.84,55.0
2227,557,104.0,15.0,15.0,13.25253,0.0,0.0,0.0,30.0,0.0,66.02,-39.69,37.84,55.0
2228,557,110.0,15.0,15.0,12.32753,0.0,0.0,0.0,30.0,0.0,80.965,0.0,37.84,55.0
2229,558,99.0,15.0,15.0,11.40253,0.0,0.0,0.0,0.0,30.0,71.46,53.19,29.82,38.3
2230,558,76.26,15.0,15.0,10.47753,0.0,0.0,0.0,0.0,30.0,78.81,41.1375,29.82,38.3
2231,558,72.43,15.0,15.0,9.5525301,0.0,0.0,0.0,0.0,30.0,68.21333333333334,-15.384999999999998,29.82,38.3
2232,558,72.74,15.0,15.0,8.6275301,0.0,0.0,0.0,0.0,30.0,83.21,11.265,29.82,38.3
2233,559,66.31,15.0,15.0,7.7025301,0.0,0.0,0.0,0.0,30.0,0.0,66.08,21.8,21.6
2234,559,62.64,15.0,15.0,6.7775301,0.0,0.0,0.0,0.0,30.0,0.0,31.064999999999998,21.8,21.6
2235,559,64.66,15.0,15.0,5.8525301,0.0,0.0,0.0,0.0,30.0,0.0,41.480000000000004,21.8,21.6
2236,559,64.89,15.0,15.0,4.9275301,0.0,0.0,0.0,0.0,30.0,0.0,36.4275,21.8,21.6
2237,560,68.73,26.425665,3.5743352,27.101416,0.0,22.85133,22.85133,0.0,7.1486705,0.0,50.2375,21.8,21.6
2238,560,82.94,26.425665,3.5743352,49.275301,0.0,22.85133,22.85133,0.0,7.1486705,0.0,60.3,21.8,21.6
2239,560,106.52,26.425665,3.5743352,71.449187,0.0,22.85133,22.85133,0.0,7.1486705,50.45,60.0775,21.8,21.6
2240,560,117.93,26.425665,3.5743352,93.623073,0.0,22.85133,22.85133,0.0,7.1486705,0.0,62.7,21.8,21.6
2241,561,102.44,15.457543,14.542457,93.623073,0.0,0.91508656,0.91508656,29.084913,0.0,0.0,40.07,21.8,21.6
2242,561,107.35,15.457543,14.542457,93.623073,0.0,0.91508656,0.91508656,29.084913,0.0,0.0,45.6225,21.8,21.6
2243,561,90.92,15.457543,14.542457,93.623073,0.0,0.91508656,0.91508656,29.084913,0.0,0.0,58.685,21.8,21.6
2244,561,78.72,15.457543,14.542457,93.623073,0.0,0.91508656,0.91508656,29.084913,0.0,678.2133333333334,60.14,21.8,21.6
2245,562,65.8,15.0,15.0,92.698073,0.0,0.0,0.0,30.0,0.0,77.02,42.14,21.8,21.6
2246,562,58.9,15.0,15.0,91.773073,0.0,0.0,0.0,30.0,0.0,0.0,-13.120000000000001,21.8,21.6
2247,562,58.09,15.0,15.0,90.848073,0.0,0.0,0.0,30.0,0.0,0.0,-47.3475,21.8,21.6
2248,562,60.97,15.0,15.0,89.923073,0.0,0.0,0.0,30.0,0.0,0.0,41.84,21.8,21.6
2249,563,70.31,15.915087,14.084913,90.848073,0.0,1.8301731,1.8301731,0.0,28.169827,0.0,31.08,21.8,21.6
2250,563,85.0,15.915087,14.084913,91.773073,0.0,1.8301731,1.8301731,0.0,28.169827,85.18,59.57,21.8,21.6
2251,563,91.69,15.915087,14.084913,92.698073,0.0,1.8301731,1.8301731,0.0,28.169827,72.21,58.269999999999996,21.8,21.6
2252,563,92.65,15.915087,14.084913,93.623073,0.0,1.8301731,1.8301731,0.0,28.169827,0.0,41.147499999999994,21.8,21.6
2253,564,70.71,15.0,15.0,92.698073,0.0,0.0,0.0,0.0,30.0,75.18,-7.802499999999998,26.04,27.36
2254,564,65.49,15.0,15.0,91.773073,0.0,0.0,0.0,0.0,30.0,73.52,52.9375,26.04,27.36
2255,564,55.33,15.0,15.0,90.848073,0.0,0.0,0.0,0.0,30.0,0.0,2.6424999999999983,26.04,27.36
2256,564,42.63,15.0,15.0,89.923073,0.0,0.0,0.0,0.0,30.0,64.5925,-18.47666666666667,26.04,27.36
2257,565,40.28,15.0,15.0,88.998073,30.0,30.0,0.0,0.0,30.0,3.602499999999999,0.0,30.28,33.12
2258,565,39.08,15.0,15.0,88.073073,0.0,0.0,0.0,0.0,30.0,98.825,0.0,30.28,33.12
2259,565,39.67,15.0,15.0,87.148073,0.0,0.0,0.0,0.0,30.0,64.5075,0.0,30.28,33.12
2260,565,40.03,15.0,15.0,86.223073,0.0,0.0,0.0,0.0,30.0,44.175,0.0,30.28,33.12
2261,566,43.07,15.0,15.0,85.298073,0.0,0.0,0.0,0.0,30.0,70.67,0.0,30.28,33.12
2262,566,53.49,15.0,15.0,84.373073,30.0,30.0,0.0,0.0,30.0,83.43,46.65,30.28,33.12
2263,566,65.47,15.0,15.0,83.448073,0.0,0.0,0.0,0.0,30.0,57.942499999999995,2.2850000000000037,30.28,33.12
2264,566,75.33,15.0,15.0,82.523073,0.0,0.0,0.0,0.0,30.0,57.127500000000005,-22.67,30.28,33.12
2265,567,71.79,15.0,15.0,81.598073,0.0,0.0,0.0,30.0,0.0,158.91250000000002,0.0,30.28,33.12
2266,567,69.17,15.0,15.0,80.673073,30.0,30.0,0.0,30.0,0.0,0.7333333333333333,-0.7599999999999998,30.28,33.12
2267,567,63.06,15.0,15.0,79.748073,0.0,0.0,0.0,30.0,0.0,0.3,-67.565,30.28,33.12
2268,567,51.77,15.0,15.0,78.823073,0.0,0.0,0.0,30.0,0.0,58.18,-445.08,30.28,33.12
2269,568,45.88,15.0,15.0,77.898073,0.0,0.0,0.0,30.0,0.0,64.85,-207.17,30.28,33.12
2270,568,45.15,15.0,15.0,76.973073,30.0,30.0,0.0,30.0,0.0,42.85,-346.34999999999997,30.28,33.12
2271,568,44.17,15.0,15.0,76.048073,0.0,0.0,0.0,30.0,0.0,49.70666666666666,-56.06,30.28,33.12
2272,568,44.9,15.0,15.0,75.123073,30.0,30.0,0.0,30.0,0.0,33.165,-123.34,30.28,33.12
2273,569,56.75,17.74526,12.25474,79.748073,0.0,5.4905194,5.4905194,0.0,24.509481,84.66999999999999,-83.31,30.28,33.12
2274,569,65.1,17.74526,12.25474,84.373073,0.0,5.4905194,5.4905194,0.0,24.509481,64.68,15.315000000000001,30.28,33.12
2275,569,103.7,17.74526,12.25474,88.998073,0.0,5.4905194,5.4905194,0.0,24.509481,94.75,61.19,30.28,33.12
2276,569,99.5,17.74526,12.25474,93.623073,0.0,5.4905194,5.4905194,0.0,24.509481,0.0,15.8675,30.28,33.12
2277,570,75.7,15.457543,14.542457,93.623073,0.0,0.91508656,0.91508656,0.0,29.084913,39.02499999999999,12.955,34.379999999999995,39.379999999999995
2278,570,67.0,15.457543,14.542457,93.623073,0.0,0.91508656,0.91508656,0.0,29.084913,38.4,-72.53999999999999,34.379999999999995,39.379999999999995
2279,570,57.85,15.457543,14.542457,93.623073,0.0,0.91508656,0.91508656,0.0,29.084913,73.15,-35.97,34.379999999999995,39.379999999999995
2280,570,58.12,15.457543,14.542457,93.623073,0.0,0.91508656,0.91508656,0.0,29.084913,26.2825,0.0,34.379999999999995,39.379999999999995
2281,571,54.46,15.0,15.0,92.698073,0.0,0.0,0.0,30.0,0.0,79.8375,0.0,38.48,45.64
2282,571,50.04,15.0,15.0,91.773073,30.0,30.0,0.0,30.0,0.0,55.07,-98.0,38.48,45.64
2283,571,47.98,15.0,15.0,90.848073,30.0,30.0,0.0,30.0,0.0,64.01,-65.50999999999999,38.48,45.64
2284,571,47.37,15.0,15.0,89.923073,30.0,30.0,0.0,30.0,0.0,48.5,0.0,38.48,45.64
2285,572,52.0,15.915087,14.084913,90.848073,0.0,1.8301731,1.8301731,0.0,28.169827,52.4275,0.0,38.48,45.64
2286,572,62.53,15.915087,14.084913,91.773073,0.0,1.8301731,1.8301731,0.0,28.169827,191.19,0.0,38.48,45.64
2287,572,76.79,15.915087,14.084913,92.698073,0.0,1.8301731,1.8301731,0.0,28.169827,50.925,0.0,38.48,45.64
2288,572,80.0,15.915087,14.084913,93.623073,0.0,1.8301731,1.8301731,0.0,28.169827,73.47,-25.993333333333332,38.48,45.64
2289,573,67.59,15.0,15.0,92.698073,0.0,0.0,0.0,30.0,0.0,54.765,0.0,38.48,45.64
2290,573,50.0,15.0,15.0,91.773073,0.0,0.0,0.0,30.0,0.0,1411.615,0.0,38.48,45.64
2291,573,23.7,15.0,15.0,90.848073,0.0,0.0,0.0,30.0,0.0,93.21000000000001,-17.064999999999998,38.48,45.64
2292,573,8.48,15.0,15.0,89.923073,0.0,0.0,0.0,30.0,0.0,0.0,-21.077499999999997,38.48,45.64
2293,574,0.0,15.0,15.0,88.998073,0.0,0.0,0.0,30.0,0.0,959.45,-32.495,38.48,45.64
2294,574,-0.2,15.0,15.0,88.073073,0.0,0.0,0.0,30.0,0.0,9.35,-49.333333333333336,38.48,45.64
2295,574,-10.07,15.0,15.0,87.148073,0.0,0.0,0.0,30.0,0.0,3.1575,-321.53499999999997,38.48,45.64
2296,574,-15.0,15.0,15.0,86.223073,0.0,0.0,0.0,30.0,0.0,54.85666666666667,-390.73333333333335,38.48,45.64
2297,575,6.0,16.37263,13.62737,88.073073,27.25474,30.0,2.7452599999999983,0.0,27.25474,59.78,-100.84,38.48,45.64
2298,575,44.66,16.37263,13.62737,89.923073,0.0,2.7452597,2.7452597,0.0,27.25474,77.0075,-126.46,38.48,45.64
2299,575,58.4,16.37263,13.62737,91.773073,0.0,2.7452597,2.7452597,0.0,27.25474,72.12666666666667,18.323333333333338,38.48,45.64
2300,575,64.89,16.37263,13.62737,93.623073,0.0,2.7452597,2.7452597,0.0,27.25474,73.98,0.0,38.48,45.64
2301,576,62.94,0.0,0.0,93.623073,0.0,0.0,0.0,0.0,30.0,59.41499999999999,0.0,35.06,53.32
2302,576,58.99,0.0,0.0,93.623073,30.0,30.0,0.0,0.0,30.0,43.085,0.0,35.06,53.32
2303,576,50.2,0.0,0.0,93.623073,0.0,0.0,0.0,0.0,30.0,515.4025000000001,-10.0,35.06,53.32
2304,576,42.31,0.0,0.0,93.623073,0.0,0.0,0.0,0.0,30.0,0.0,37.69,35.06,53.32
2305,577,43.78,0.0,0.0,93.623073,0.0,0.0,0.0,0.0,30.0,0.0,22.605,31.64,61.0
2306,577,44.0,0.0,0.0,93.623073,0.0,0.0,0.0,0.0,30.0,82.535,46.855000000000004,31.64,61.0
2307,577,44.87,0.0,0.0,93.623073,0.0,0.0,0.0,0.0,30.0,251.02249999999998,0.0,31.64,61.0
2308,577,48.09,0.0,0.0,93.623073,0.0,0.0,0.0,0.0,30.0,77.19,31.355,31.64,61.0
2309,578,48.25,0.0,0.0,93.623073,0.0,0.0,0.0,0.0,30.0,0.0,-8.469999999999999,31.64,61.0
2310,578,50.01,0.0,0.0,93.623073,0.0,0.0,0.0,0.0,30.0,0.0,-38.1875,31.64,61.0
2311,578,51.19,0.0,0.0,93.623073,0.0,0.0,0.0,0.0,30.0,0.0,11.772499999999994,31.64,61.0
2312,578,48.0,0.0,0.0,93.623073,0.0,0.0,0.0,0.0,30.0,0.0,-7.357500000000002,31.64,61.0
2313,579,27.16,0.0,0.0,93.623073,30.0,30.0,0.0,0.0,30.0,0.3,-3.502500000000005,31.64,61.0
2314,579,-14.86,0.0,0.0,93.623073,0.0,0.0,0.0,0.0,30.0,46.24,10.344999999999999,31.64,61.0
2315,579,-22.1,0.0,0.0,93.623073,0.0,0.0,0.0,0.0,30.0,42.7425,35.44,31.64,61.0
2316,579,-50.0,0.0,0.0,93.623073,0.0,0.0,0.0,0.0,30.0,53.58,-25.0,31.64,61.0
2317,580,-120.92,0.0,28.382574,64.057892,28.382574,0.0,-28.382574,0.0,1.6174264,43.36,-22.302500000000002,31.64,61.0
2318,580,-125.3,0.0,28.382574,34.492711,28.382574,0.0,-28.382574,0.0,1.6174264,40.57666666666667,10.344999999999999,31.64,61.0
2319,580,-50.0,0.0,28.382574,4.9275301,28.382574,0.0,-28.382574,0.0,1.6174264,6.23,-56.88749999999999,31.64,61.0
2320,580,-20.0,0.0,0.0,4.9275301,0.0,0.0,0.0,0.0,1.6174264,52.3925,-181.695,31.64,61.0
2321,581,0.0,0.0,0.0,4.9275301,0.0,0.0,0.0,0.0,30.0,27.919999999999998,-67.13,31.64,61.0
2322,581,55.92,0.0,0.0,4.9275301,0.0,0.0,0.0,0.0,30.0,0.0,-19.33,31.64,61.0
2323,581,69.2,0.0,0.0,4.9275301,0.0,0.0,0.0,0.0,30.0,0.0,-67.88333333333334,31.64,61.0
2324,581,65.0,0.0,0.0,4.9275301,0.0,0.0,0.0,0.0,30.0,0.0,-10.54,31.64,61.0
2325,582,64.9,0.0,0.0,4.9275301,0.0,0.0,0.0,0.0,30.0,0.0,-7.4375,35.02,64.56
2326,582,46.6,0.0,0.0,4.9275301,0.0,0.0,0.0,0.0,30.0,0.0,16.04,35.02,64.56
2327,582,30.0,0.0,0.0,4.9275301,0.0,0.0,0.0,0.0,30.0,0.0,15.557500000000001,35.02,64.56
2328,582,10.24,0.0,0.0,4.9275301,0.0,0.0,0.0,0.0,30.0,77.93333333333334,41.94,35.02,64.56
2329,583,0.09,0.0,0.0,4.9275301,30.0,30.0,0.0,0.0,30.0,0.0,-21.8275,38.4,68.12
2330,583,0.0,0.0,0.0,4.9275301,0.0,0.0,0.0,0.0,30.0,0.0,-23.5,38.4,68.12
2331,583,0.0,0.0,0.0,4.9275301,0.0,0.0,0.0,0.0,30.0,0.0,-23.832499999999996,38.4,68.12
2332,583,0.0,0.0,0.0,4.9275301,0.0,0.0,0.0,0.0,30.0,0.0,-65.5025,38.4,68.12
2333,584,0.0,0.0,0.0,4.9275301,0.0,0.0,0.0,0.0,30.0,0.0,-39.6475,38.4,68.12
2334,584,0.0,0.0,0.0,4.9275301,0.0,0.0,0.0,0.0,30.0,0.0,-53.2825,38.4,68.12
2335,584,0.0,0.0,0.0,4.9275301,0.0,0.0,0.0,0.0,30.0,0.0,-40.0,38.4,68.12
2336,584,0.0,0.0,0.0,4.9275301,0.0,0.0,0.0,0.0,30.0,0.0,-25.357499999999998,38.4,68.12
2337,585,-0.01,0.0,0.0,4.9275301,30.0,30.0,0.0,0.0,30.0,0.0,-81.405,38.4,68.12
2338,585,-10.01,0.0,0.0,4.9275301,0.0,0.0,0.0,0.0,30.0,0.0,-134.3475,38.4,68.12
2339,585,-21.0,0.0,0.0,4.9275301,0.0,0.0,0.0,0.0,30.0,0.0,-105.555,38.4,68.12
2340,585,-34.91,0.0,0.0,4.9275301,0.0,0.0,0.0,0.0,30.0,0.0,-921.8525,38.4,68.12
2341,586,-50.0,0.0,0.0,4.9275301,0.0,0.0,0.0,30.0,0.0,0.0,-1493.1,38.4,68.12
2342,586,-49.0,0.0,0.0,4.9275301,0.0,0.0,0.0,30.0,0.0,0.0,-1333.8999999999999,38.4,68.12
2343,586,-20.0,0.0,0.0,4.9275301,0.0,0.0,0.0,30.0,0.0,19.015,-547.2750000000001,38.4,68.12
2344,586,-0.16,0.0,0.0,4.9275301,0.0,0.0,0.0,30.0,0.0,24.963333333333335,-39.3725,38.4,68.12
2345,587,4.28,0.0,0.0,4.9275301,0.0,0.0,0.0,0.0,30.0,1208.3700000000001,-65.825,38.4,68.12
2346,587,51.32,0.0,0.0,4.9275301,0.0,0.0,0.0,0.0,30.0,69.5825,-25.155,38.4,68.12
2347,587,84.0,0.0,0.0,4.9275301,0.0,0.0,0.0,0.0,30.0,619.3425,30.93,38.4,68.12
2348,587,90.93,0.0,0.0,4.9275301,0.0,0.0,0.0,0.0,30.0,70.56333333333333,17.795,38.4,68.12
2349,588,80.1,15.457543,14.542457,4.9275301,0.0,0.91508656,0.91508656,0.0,29.084913,0.0,-31.1325,29.599999999999998,44.2
2350,588,75.31,15.457543,14.542457,4.9275301,0.0,0.91508656,0.91508656,0.0,29.084913,0.0,-12.454999999999998,29.599999999999998,44.2
2351,588,69.68,15.457543,14.542457,4.9275301,0.0,0.91508656,0.91508656,0.0,29.084913,0.0,59.8075,29.599999999999998,44.2
2352,588,70.1,15.457543,14.542457,4.9275301,0.0,0.91508656,0.91508656,0.0,29.084913,54.19,50.59,29.599999999999998,44.2
2353,589,64.53,15.457543,14.542457,4.9275301,0.0,0.91508656,0.91508656,0.0,29.084913,0.0,49.795,20.8,20.28
2354,589,63.91,15.457543,14.542457,4.9275301,0.0,0.91508656,0.91508656,0.0,29.084913,77.52250000000001,48.32,20.8,20.28
2355,589,66.06,15.457543,14.542457,4.9275301,0.0,0.91508656,0.91508656,0.0,29.084913,79.9675,0.0,20.8,20.28
2356,589,66.49,15.457543,14.542457,4.9275301,0.0,0.91508656,0.91508656,0.0,29.084913,72.23666666666666,0.0,20.8,20.28
2357,590,69.48,15.457543,14.542457,4.9275301,0.0,0.91508656,0.91508656,0.0,0.0,0.0,50.6,20.8,20.28
2358,590,93.19,30.0,0.0,34.32753,0.0,30.0,30.0,0.0,0.0,0.0,57.495,20.8,20.28
2359,590,149.78,30.0,0.0,63.72753,0.0,30.0,30.0,0.0,0.0,55.42333333333333,57.73,20.8,20.28
2360,590,128.52,30.0,0.0,93.12753,0.0,30.0,30.0,0.0,0.0,43.644999999999996,0.0,20.8,20.28
2361,591,85.51,15.0,15.0,92.20253,0.0,0.0,0.0,0.0,30.0,34.153333333333336,45.255,20.8,20.28
2362,591,69.89,15.0,15.0,91.27753,0.0,0.0,0.0,0.0,30.0,0.0,-39.120000000000005,20.8,20.28
2363,591,67.1,15.0,15.0,90.35253,0.0,0.0,0.0,0.0,30.0,0.0,12.867500000000007,20.8,20.28
2364,591,64.7,15.0,15.0,89.42753,0.0,0.0,0.0,0.0,30.0,84.72,63.52,20.8,20.28
2365,592,60.0,8.9339088,21.066091,76.238916,12.132182,0.0,-12.132182,17.867818,0.0,118.705,47.87,20.8,20.28
2366,592,57.89,8.9339088,21.066091,63.050301,12.132182,0.0,-12.132182,17.867818,0.0,64.17999999999999,0.0,20.8,20.28
2367,592,63.4,8.9339088,21.066091,49.861687,12.132182,0.0,-12.132182,17.867818,0.0,46.083333333333336,-149.68,20.8,20.28
2368,592,70.0,8.9339088,21.066091,36.673073,12.132182,0.0,-12.132182,17.867818,0.0,0.0,-276.0,20.8,20.28
2369,593,75.01,0.0,30.0,5.4230726,30.0,0.0,-30.0,0.0,0.0,0.0,-59.58,20.8,20.28
2370,593,104.9,30.0,0.0,34.823073,0.0,30.0,30.0,0.0,0.0,9.32,40.82333333333333,20.8,20.28
2371,593,137.3,30.0,0.0,64.223073,0.0,30.0,30.0,0.0,0.0,4.475,25.53,20.8,20.28
2372,593,124.8,30.0,0.0,93.623073,0.0,30.0,30.0,0.0,0.0,57.78333333333333,0.0,20.8,20.28
2373,594,84.85,15.0,15.0,92.698073,0.0,0.0,0.0,0.0,30.0,68.83,52.18,31.720000000000002,36.64
2374,594,77.0,15.0,15.0,91.773073,0.0,0.0,0.0,0.0,30.0,0.0,-32.82749999999999,31.720000000000002,36.64
2375,594,75.56,15.0,15.0,90.848073,0.0,0.0,0.0,0.0,30.0,0.0,31.79,31.720000000000002,36.64
2376,594,83.31,15.0,15.0,89.923073,0.0,0.0,0.0,0.0,30.0,41.73,-69.73333333333333,31.720000000000002,36.64
2377,595,69.39,15.0,15.0,88.998073,0.0,0.0,0.0,0.0,30.0,123.64333333333335,-68.96,42.64,53.0
2378,595,64.73,15.0,15.0,88.073073,0.0,0.0,0.0,0.0,30.0,0.0,-4.084999999999994,42.64,53.0
2379,595,59.02,15.0,15.0,87.148073,0.0,0.0,0.0,0.0,30.0,0.0,-3.3125,42.64,53.0
2380,595,60.84,15.0,15.0,86.223073,30.0,30.0,0.0,0.0,30.0,0.0,17.53,42.64,53.0
2381,596,65.48,15.0,15.0,85.298073,0.0,0.0,0.0,0.0,30.0,182.22,-66.15333333333334,42.64,53.0
2382,596,77.2,15.0,15.0,84.373073,0.0,0.0,0.0,0.0,30.0,7.6899999999999995,-44.556666666666665,42.64,53.0
2383,596,89.95,15.0,15.0,83.448073,0.0,0.0,0.0,0.0,30.0,8.565,-14.233333333333333,42.64,53.0
2384,596,79.78,15.0,15.0,82.523073,0.0,0.0,0.0,0.0,30.0,9.32,-8.53,42.64,53.0
2385,597,68.3,15.0,15.0,81.598073,0.0,0.0,0.0,0.0,30.0,83.33,-35.16666666666667,42.64,53.0
2386,597,50.5,15.0,15.0,80.673073,0.0,0.0,0.0,0.0,30.0,0.0,-2.9650000000000034,42.64,53.0
2387,597,42.87,15.0,15.0,79.748073,0.0,0.0,0.0,0.0,30.0,0.0,-73.7525,42.64,53.0
2388,597,32.78,15.0,15.0,78.823073,0.0,0.0,0.0,0.0,30.0,0.0,-31.8325,42.64,53.0
2389,598,7.1,15.0,15.0,77.898073,30.0,30.0,0.0,0.0,30.0,108.53999999999999,-6.9,42.64,53.0
2390,598,7.56,15.0,15.0,76.973073,0.0,0.0,0.0,0.0,30.0,53.0925,0.0,42.64,53.0
2391,598,0.0,15.0,15.0,76.048073,0.0,0.0,0.0,0.0,30.0,58.8875,-19.270000000000003,42.64,53.0
2392,598,13.2,15.0,15.0,75.123073,30.0,30.0,0.0,0.0,30.0,78.86500000000001,-30.0,42.64,53.0
2393,599,40.72,15.0,15.0,74.198073,0.0,0.0,0.0,30.0,0.0,81.66333333333333,-30.77,42.64,53.0
2394,599,61.6,15.0,15.0,73.273073,0.0,0.0,0.0,30.0,0.0,86.82,-378.39,42.64,53.0
2395,599,73.51,15.0,15.0,72.348073,0.0,0.0,0.0,30.0,0.0,78.585,-64.785,42.64,53.0
2396,599,79.92,15.0,15.0,71.423073,0.0,0.0,0.0,30.0,0.0,58.68666666666667,-40.0,42.64,53.0
2397,600,66.64,15.0,15.0,70.498073,0.0,0.0,0.0,0.0,30.0,0.0,10.1125,48.88,50.22
2398,600,59.52,15.0,15.0,69.573073,0.0,0.0,0.0,0.0,30.0,0.0,-22.225,48.88,50.22
2399,600,34.54,15.0,15.0,68.648073,0.0,0.0,0.0,0.0,30.0,0.3,-30.0,48.88,50.22
2400,600,12.9,15.0,15.0,67.723073,30.0,30.0,0.0,0.0,30.0,50.883333333333326,66.48,48.88,50.22
2401,601,5.1,15.0,15.0,66.798073,0.0,0.0,0.0,30.0,0.0,59.575,0.0,55.12,47.44
2402,601,5.0,15.0,15.0,65.873073,0.0,0.0,0.0,30.0,0.0,62.6075,0.0,55.12,47.44
2403,601,8.99,15.0,15.0,64.948073,0.0,0.0,0.0,30.0,0.0,27.810000000000002,67.98,55.12,47.44
2404,601,24.7,15.0,15.0,64.023073,30.0,30.0,0.0,30.0,0.0,53.71666666666667,0.0,55.12,47.44
2405,602,48.8,15.0,15.0,63.098073,30.0,30.0,0.0,30.0,0.0,58.97,24.160000000000004,55.12,47.44
2406,602,74.75,15.0,15.0,62.173073,0.0,0.0,0.0,30.0,0.0,61.42,0.0,55.12,47.44
2407,602,99.63,15.0,15.0,61.248073,0.0,0.0,0.0,30.0,0.0,73.39750000000001,0.0,55.12,47.44
2408,602,106.7,15.0,15.0,60.323073,0.0,0.0,0.0,30.0,0.0,78.5,-11.23,55.12,47.44
2409,603,80.46,15.0,15.0,59.398073,0.0,0.0,0.0,30.0,0.0,12.42,-14.403333333333336,55.12,47.44
2410,603,67.64,15.0,15.0,58.473073,0.0,0.0,0.0,30.0,0.0,22.487500000000004,-9.99,55.12,47.44
2411,603,52.99,15.0,15.0,57.548073,0.0,0.0,0.0,30.0,0.0,53.135,-37.82,55.12,47.44
2412,603,19.21,15.0,15.0,56.623073,0.0,0.0,0.0,30.0,0.0,64.14,-518.46,55.12,47.44
2413,604,8.93,15.0,15.0,55.698073,0.0,0.0,0.0,30.0,0.0,34.705,-369.33333333333337,55.12,47.44
2414,604,0.0,15.0,15.0,54.773073,0.0,0.0,0.0,30.0,0.0,0.0,-70.61,55.12,47.44
2415,604,-0.1,15.0,15.0,53.848073,30.0,30.0,0.0,30.0,0.0,52.19500000000001,-446.4875,55.12,47.44
2416,604,22.0,15.0,15.0,52.923073,0.0,0.0,0.0,30.0,0.0,8.16,-64.355,55.12,47.44
2417,605,64.9,15.0,15.0,51.998073,0.0,0.0,0.0,30.0,0.0,0.0,-39.6225,55.12,47.44
2418,605,82.65,15.0,15.0,51.073073,0.0,0.0,0.0,30.0,0.0,0.0,19.095,55.12,47.44
2419,605,145.46,15.0,15.0,50.148073,0.0,0.0,0.0,30.0,0.0,9.9725,20.69,55.12,47.44
2420,605,141.1,15.0,15.0,49.223073,0.0,0.0,0.0,30.0,0.0,76.1775,15.98,55.12,47.44
2421,606,88.28,15.0,15.0,48.298073,0.0,0.0,0.0,0.0,30.0,0.0,10.12,47.06,50.08
2422,606,72.35,15.0,15.0,47.373073,0.0,0.0,0.0,0.0,30.0,0.0,-115.72999999999999,47.06,50.08
2423,606,65.1,15.0,15.0,46.448073,0.0,0.0,0.0,0.0,30.0,0.0,-0.2575000000000003,47.06,50.08
2424,606,48.59,15.0,15.0,45.523073,0.0,0.0,0.0,0.0,30.0,70.44,-32.5,47.06,50.08
2425,607,26.67,15.0,15.0,44.598073,30.0,30.0,0.0,0.0,30.0,0.0,-23.725,39.0,52.72
2426,607,23.68,15.0,15.0,43.673073,30.0,30.0,0.0,0.0,30.0,0.3,-31.799999999999997,39.0,52.72
2427,607,9.99,15.0,15.0,42.748073,30.0,30.0,0.0,0.0,30.0,58.15,-130.9925,39.0,52.72
2428,607,7.98,15.0,15.0,41.823073,30.0,30.0,0.0,0.0,30.0,74.28,-300.11,39.0,52.72
2429,608,28.38,15.0,15.0,40.898073,30.0,30.0,0.0,0.0,30.0,75.34,-40.0,39.0,52.72
2430,608,66.11,15.0,15.0,39.973073,0.0,0.0,0.0,0.0,30.0,63.7025,0.0,39.0,52.72
2431,608,68.23,15.0,15.0,39.048073,0.0,0.0,0.0,0.0,30.0,49.235,-95.67,39.0,52.72
